#CHROM	POS	CONTEXT	Watson-METH	Watson-COVERAGE	Watson-QUAL	Crick-METH	Crick-COVERAGE	Crick-QUAL
chr14	100824457	CG	106	381	33	91	311	33
chr14	100824471	CG	182	416	33	125	313	33
chr14	100824473	CG	186	405	33	136	316	33
chr14	100824481	CG	212	432	33	141	315	33
chr14	100824502	CG	225	433	33	144	320	33
chr14	100824511	CG	204	432	33	146	318	33
chr14	100824526	CG	172	372	33	157	316	33
chr14	100824530	CG	161	357	33	157	326	33
chr14	100824556	CG	145	354	33	133	317	33
chr14	100824624	CG	125	266	33	166	357	33
chr14	100824649	CG	186	282	33	235	377	33
chr14	100824668	CG	164	318	33	201	397	33
chr14	100824675	CG	174	332	33	207	402	33
chr14	100824697	CG	196	325	33	222	406	33
chr14	100824715	CG	179	347	33	186	414	33
chr14	100824728	CG	197	347	33	202	404	33
chr14	100824731	CG	205	339	33	214	404	33
chr14	100824743	CG	191	341	33	206	393	33
chr14	100824746	CG	210	344	33	227	385	33
chr14	100824763	CG	263	353	33	289	389	33
chr14	100824799	CG	228	322	33	261	367	33
chr14	100824843	CG	170	271	33	283	395	33
chr14	100824871	CG	148	330	33	183	356	33
chr14	100824897	CG	157	306	33	202	384	33
chr14	100824900	CG	160	303	33	211	381	33
chr14	100824923	CG	198	362	33	200	365	33
chr14	100824931	CG	226	394	33	220	373	33
chr14	100824951	CG	290	416	33	290	387	33
chr14	100824954	CG	351	411	33	322	392	33
chr14	100825014	CG	197	233	33	324	390	33
chr14	100825073	CG	169	310	33	204	404	33
chr14	100825103	CG	191	309	33	217	367	33
chr14	100825122	CG	187	326	33	210	388	33
chr14	100825132	CG	225	322	33	258	379	33
chr14	100825150	CG	168	315	33	214	385	33
chr14	100825163	CG	147	299	33	212	372	33
chr14	100825207	CG	160	333	33	213	407	33
chr14	100825213	CG	150	336	34	202	393	33
chr14	100825219	CG	154	341	33	226	406	33
chr14	100825221	CG	157	344	33	233	412	33
chr14	100825231	CG	150	325	33	209	383	33
chr14	100825234	CG	211	335	33	248	380	33
chr14	100825246	CG	197	350	33	222	388	33
chr14	100825260	CG	153	343	33	182	355	33
chr14	100825265	CG	171	348	33	181	352	33
chr14	100825350	CG	226	346	33	245	345	33
chr14	100825381	CG	158	354	33	149	327	33
chr14	100825454	CG	187	394	33	154	295	33
chr14	100825483	CG	146	322	33	137	274	33
chr14	100825490	CG	149	319	33	153	264	33
chr14	100825492	CG	141	312	33	157	301	33
chr14	100825509	CG	138	312	33	199	369	33
chr14	100825519	CG	122	290	33	200	388	34
chr14	100825548	CG	120	264	33	176	381	33
chr14	100825554	CG	119	265	33	162	338	33
chr14	100825556	CG	122	264	33	158	331	33
chr14	100825596	CG	60	153	33	168	332	33
chr14	100825600	CG	53	128	33	176	338	33
chr14	100825656	CG	112	222	33	178	344	33
chr14	100825660	CG	113	224	33	181	360	33
chr14	100825707	CG	124	259	33	208	397	33
chr14	100825716	CG	141	284	33	196	393	33
chr14	100825725	CG	145	281	33	196	382	34
chr14	100825737	CG	162	314	33	196	398	33
chr14	100825743	CG	150	323	33	192	391	33
chr14	100825761	CG	167	339	33	187	386	33
chr14	100825766	CG	166	326	33	181	375	33
chr14	100825787	CG	149	329	33	181	357	33
chr14	100825791	CG	150	331	33	180	365	33
chr14	100825801	CG	171	368	33	185	379	33
chr14	100825812	CG	171	376	33	188	385	33
chr14	100825817	CG	188	387	33	188	392	33
chr14	100825858	CG	160	368	33	172	389	33
chr14	100825863	CG	160	357	33	170	391	33
chr14	100825871	CG	167	378	33	183	412	33
chr14	100825888	CG	167	371	33	150	336	33
chr14	100825890	CG	171	388	33	150	363	33
chr14	100825913	CG	212	449	33	152	375	33
chr14	100825928	CG	192	410	33	152	339	33
chr14	100825969	CG	134	255	33	136	299	33
chr14	100826012	CG	170	313	33	143	315	33
chr14	100826038	CG	164	312	33	157	334	33
chr14	100826055	CG	156	314	33	152	344	33
chr14	100826061	CG	157	314	33	163	345	33
chr14	100826082	CG	164	320	33	161	371	33
chr14	100826117	CG	163	317	33	159	370	33
chr14	100826123	CG	153	298	33	144	359	33
chr14	100826126	CG	164	310	33	137	343	33
chr14	100826144	CG	164	326	33	153	346	33
chr14	100826146	CG	171	324	33	156	349	33
chr14	100826156	CG	170	335	33	169	370	33
chr14	100826168	CG	181	354	33	176	370	33
chr14	100826171	CG	185	353	33	175	359	33
chr14	100826193	CG	169	334	33	156	340	33
chr14	100826199	CG	166	325	33	154	329	33
chr14	100826216	CG	171	335	33	141	314	33
chr14	100826240	CG	154	324	33	127	284	33
chr14	100826264	CG	167	342	33	123	292	33
chr14	100826271	CG	178	346	33	122	291	33
chr14	100826306	CG	167	334	33	140	312	33
chr14	100826343	CG	172	346	33	153	310	33
chr14	100826352	CG	178	351	33	161	318	33
chr14	100826363	CG	183	362	33	159	319	33
chr14	100826367	CG	179	364	33	144	307	33
chr14	100826371	CG	178	360	33	153	301	33
chr14	100826495	CG	173	344	33	118	259	33
chr14	100826527	CG	177	335	33	166	308	33
chr14	100826535	CG	185	338	33	170	319	33
chr14	100826552	CG	175	340	33	164	334	33
chr14	100826559	CG	169	339	33	170	345	33
chr14	100826580	CG	195	363	33	159	341	33
chr14	100826592	CG	178	340	33	140	314	33
chr14	100826594	CG	177	340	33	143	315	33
chr14	100826615	CG	179	337	33	146	304	33
chr14	100826618	CG	187	342	33	140	310	33
chr14	100826630	CG	195	353	33	136	294	33
chr14	100826660	CG	186	364	33	109	259	33
chr14	100826677	CG	188	378	33	115	265	33
chr14	100826692	CG	179	366	33	129	269	33
chr14	100826722	CG	187	377	33	146	295	33
chr14	100826728	CG	180	374	33	147	289	33
chr14	100826751	CG	175	357	33	153	285	33
chr14	100826753	CG	180	350	33	151	280	33
chr14	100826763	CG	166	327	33	147	271	33
chr14	100826829	CG	135	293	33	128	276	33
chr14	100826882	CG	175	304	33	159	320	33
chr14	100826928	CG	111	208	33	139	245	33
chr14	100826939	CG	106	198	33	122	235	33
chr14	100826999	CG	187	403	33	86	170	33
chr14	100827067	CG	223	479	33	136	267	33
chr14	100827091	CG	234	466	33	178	325	33
chr14	100827093	CG	229	459	33	180	337	33
chr14	100827108	CG	216	437	33	199	356	33
chr14	100827113	CG	207	429	33	198	355	33
chr14	100827122	CG	207	429	33	211	377	33
chr14	100827126	CG	199	422	33	203	386	33
chr14	100827168	CG	175	379	33	167	375	33
chr14	100827211	CG	141	325	33	99	215	33
chr14	100827231	CG	125	305	33	97	229	33
chr14	100827234	CG	131	306	33	117	246	33
chr14	100827249	CG	154	333	33	147	271	33
chr14	100827255	CG	174	355	33	168	297	33
chr14	100827265	CG	175	363	33	166	299	33
chr14	100827298	CG	143	324	33	176	329	33
chr14	100827300	CG	153	313	33	163	330	33
chr14	100827308	CG	135	290	33	194	350	33
chr14	100827314	CG	127	272	33	189	345	33
chr14	100827322	CG	108	233	33	192	334	33
chr14	100827337	CG	88	180	33	182	322	33
chr14	100827383	CG	120	260	33	156	297	33
chr14	100827387	CG	143	276	33	165	305	33
chr14	100827389	CG	146	285	33	165	313	33
chr14	100827415	CG	141	297	33	161	319	33
chr14	100827449	CG	173	337	33	189	331	33
chr14	100827460	CG	190	357	33	190	320	33
chr14	100827469	CG	221	387	33	212	330	33
chr14	100827478	CG	205	401	33	200	344	33
chr14	100827484	CG	208	419	33	197	349	33
chr14	100827493	CG	240	415	33	209	348	33
chr14	100827496	CG	227	432	33	194	341	33
chr14	100827504	CG	223	443	33	185	332	33
chr14	100827519	CG	318	430	33	218	295	33
chr14	100827531	CG	238	431	33	144	260	33
chr14	100827561	CG	219	434	33	86	164	33
chr14	100827636	CG	172	293	33	80	116	33
chr14	100827640	CG	191	271	33	74	98	33
chr14	100827665	CG	168	187	33	41	46	33
chr14	100827680	CG	127	183	33	57	71	33
chr14	100827692	CG	155	167	33	56	58	33
chr14	100827713	CG	150	159	33	45	48	32
chr14	100827719	CG	133	150	33	38	41	33
chr14	100827726	CG	114	156	33	42	47	33
chr14	100827729	CG	92	153	33	32	43	33
chr14	100827746	CG	72	104	33	24	29	33
chr14	100827759	CG	44	87	33	15	23	34
chr14	100904326	CG	52	74	33	34	59	34
chr14	100904362	CG	72	157	33	28	111	33
chr14	100904404	CG	94	232	33	95	192	33
chr14	100904424	CG	83	265	33	111	247	33
chr14	100904443	CG	128	307	33	132	268	33
chr14	100904463	CG	142	336	33	155	344	33
chr14	100904468	CG	164	342	33	183	356	33
chr14	100904519	CG	162	332	33	154	347	33
chr14	100904527	CG	132	308	33	133	343	33
chr14	100904566	CG	125	282	33	104	305	33
chr14	100904599	CG	142	264	33	153	339	33
chr14	100904602	CG	132	268	33	143	330	33
chr14	100904619	CG	112	246	33	181	369	33
chr14	100904622	CG	112	238	33	181	374	33
chr14	100904634	CG	97	206	33	185	380	33
chr14	100904643	CG	82	185	33	177	376	33
chr14	100904647	CG	67	157	33	176	369	33
chr14	100904652	CG	52	137	33	162	360	33
chr14	100904655	CG	55	121	33	157	356	33
chr14	100904664	CG	44	99	33	179	380	33
chr14	100904668	CG	39	96	33	178	391	33
chr14	100904673	CG	27	72	33	172	383	33
chr14	100904693	CG	10	26	33	178	386	33
chr14	100904703	CG	24	49	33	171	378	33
chr14	100904708	CG	27	51	33	176	375	33
chr14	100904715	CG	26	55	33	179	373	33
chr14	100904731	CG	55	115	33	179	375	33
chr14	100904748	CG	74	156	33	178	368	33
chr14	100904754	CG	91	184	33	165	358	33
chr14	100904774	CG	100	239	33	160	345	33
chr14	100904786	CG	94	233	33	146	322	33
chr14	100904802	CG	130	275	33	144	305	33
chr14	100904809	CG	129	285	33	144	299	33
chr14	100904829	CG	148	304	33	129	292	33
chr14	100904858	CG	186	371	33	164	332	33
chr14	100904863	CG	178	385	33	164	335	33
chr14	100904876	CG	202	388	33	193	360	33
chr14	100904888	CG	183	419	33	186	396	33
chr14	100904897	CG	170	448	33	150	372	33
chr14	100904910	CG	219	444	33	152	317	33
chr14	100904943	CG	229	515	33	99	241	33
chr14	100904996	CG	224	510	33	132	281	33
chr14	100905000	CG	275	496	33	162	267	33
chr14	100905028	CG	282	404	33	156	207	33
chr14	100905081	CG	142	228	33	95	158	33
chr15	23561912	CG	90	107	33	85	118	33
chr15	23561939	CG	81	123	33	86	132	33
chr15	23562033	CG	165	278	33	187	346	33
chr15	23562047	CG	134	294	33	158	354	33
chr15	23562049	CG	118	295	33	151	361	33
chr15	23562062	CG	194	295	33	234	372	33
chr15	23562078	CG	138	308	33	182	391	33
chr15	23562081	CG	155	310	33	196	395	33
chr15	23562087	CG	138	311	33	165	393	33
chr15	23562099	CG	123	331	33	163	398	33
chr15	23562107	CG	179	311	33	255	387	33
chr15	23562109	CG	135	330	33	164	376	33
chr15	23562111	CG	146	325	33	191	366	33
chr15	23562121	CG	109	339	33	123	350	33
chr15	23562138	CG	102	320	33	111	336	33
chr15	23562141	CG	147	321	33	169	332	33
chr15	23562148	CG	142	315	33	152	341	33
chr15	23562236	CG	104	276	33	107	260	33
chr15	23562253	CG	121	257	33	123	269	33
chr15	23562266	CG	155	250	33	159	287	33
chr15	23562376	CG	166	249	33	204	364	33
chr15	23562400	CG	138	285	33	143	345	33
chr15	23562425	CG	136	253	33	191	351	33
chr15	23562444	CG	164	265	33	190	324	33
chr15	23562824	CG	97	136	33	134	198	33
chr15	23563087	CG	126	169	33	210	276	33
chr15	23563355	CG	229	251	33	88	95	33
chr15	23563548	CG	87	100	33	172	216	33
chr15	23563630	CG	20	39	34	81	112	33
chr15	23564728	CG	44	55	34	107	135	33
chr15	23564798	CG	104	113	33	184	218	33
chr15	23565016	CG	211	292	33	204	289	33
chr15	23565091	CG	200	300	34	136	216	33
chr15	23565133	CG	231	272	33	175	226	33
chr15	23565184	CG	216	261	33	210	262	33
chr15	23565187	CG	221	261	33	223	256	33
chr15	23565199	CG	218	262	33	220	248	33
chr15	23565203	CG	219	270	33	216	249	33
chr15	23565225	CG	242	291	33	190	212	33
chr15	23565227	CG	243	289	33	182	204	33
chr15	23565231	CG	238	287	33	176	196	33
chr15	23565353	CG	196	242	34	174	206	33
chr15	23565364	CG	203	239	34	177	210	33
chr15	23565369	CG	212	246	33	187	215	33
chr15	23565379	CG	220	254	34	194	225	33
chr15	23565425	CG	186	246	33	161	222	33
chr15	23565451	CG	260	304	33	228	285	33
chr15	23565461	CG	261	316	33	242	318	33
chr15	23565505	CG	278	348	33	287	347	33
chr15	23565517	CG	277	354	33	274	341	33
chr15	23565545	CG	265	323	33	268	338	33
chr15	23565566	CG	241	318	33	259	340	33
chr15	23565570	CG	250	319	33	256	327	33
chr15	23565592	CG	240	294	33	265	333	33
chr15	23565610	CG	221	304	33	245	348	33
chr15	23565696	CG	301	362	33	381	457	33
chr15	23565700	CG	300	371	33	402	481	33
chr15	23565702	CG	315	364	33	423	494	33
chr15	23565706	CG	316	376	33	407	471	33
chr15	23565714	CG	290	345	33	369	428	33
chr15	23565743	CG	294	356	33	290	350	33
chr15	23565765	CG	249	376	33	237	362	33
chr15	23565815	CG	233	359	33	251	377	33
chr15	23565824	CG	297	369	33	316	404	33
chr15	23565871	CG	312	407	33	349	434	33
chr15	23565881	CG	322	402	33	345	427	33
chr15	23565896	CG	312	374	33	335	406	33
chr15	23565934	CG	294	345	33	353	425	33
chr15	23565984	CG	228	325	33	301	419	33
chr15	23566039	CG	255	337	33	263	357	33
chr15	23566050	CG	258	325	33	279	359	33
chr15	23566058	CG	258	327	33	273	333	33
chr15	23566128	CG	256	383	33	208	316	33
chr15	23566135	CG	295	383	33	264	325	33
chr15	23566139	CG	270	367	33	245	338	33
chr15	23566152	CG	268	358	33	276	346	33
chr15	23566175	CG	312	390	33	263	345	33
chr15	23566180	CG	325	412	33	268	336	33
chr15	23566183	CG	324	403	33	271	340	33
chr15	23566216	CG	319	394	33	282	344	33
chr15	23566222	CG	307	382	33	272	346	33
chr15	23566229	CG	317	408	33	263	335	33
chr15	23566237	CG	316	418	33	252	305	33
chr15	23566252	CG	304	395	33	250	313	33
chr15	23566264	CG	264	364	33	246	316	33
chr15	23566300	CG	227	295	33	272	339	33
chr15	23566328	CG	305	367	33	239	303	33
chr15	23566347	CG	323	404	33	231	312	33
chr15	23566384	CG	328	415	33	249	328	33
chr15	23566419	CG	288	375	33	231	330	33
chr15	23566425	CG	290	378	33	247	328	33
chr15	23566445	CG	260	373	33	211	340	34
chr15	23566506	CG	310	379	33	208	266	33
chr15	23566542	CG	196	394	33	135	285	33
chr15	23566580	CG	301	382	33	227	273	33
chr15	23566661	CG	267	340	33	192	253	33
chr15	23566681	CG	302	385	33	192	237	33
chr15	23566695	CG	320	389	33	180	222	33
chr15	23566761	CG	307	339	33	262	285	33
chr15	23566764	CG	312	345	33	252	277	33
chr15	23566815	CG	316	351	33	238	260	33
chr15	23566853	CG	266	344	34	186	215	33
chr15	23566993	CG	264	284	33	271	297	33
chr15	23567099	CG	314	357	33	247	284	33
chr15	23567130	CG	301	346	33	230	269	33
chr15	23567180	CG	282	328	33	251	282	33
chr15	23567187	CG	273	313	33	246	278	33
chr15	23567211	CG	207	257	33	222	257	33
chr15	23567310	CG	207	276	33	112	133	34
chr15	23567348	CG	116	167	33	59	96	34
chr15	23647158	CG	85	94	33	13	16	34
chr15	23647179	CG	114	140	33	18	27	33
chr15	23647188	CG	134	166	33	23	40	33
chr15	23647209	CG	149	197	33	43	53	33
chr15	23647218	CG	156	210	33	41	59	33
chr15	23647239	CG	165	258	33	57	91	33
chr15	23647248	CG	172	266	33	71	112	33
chr15	23647278	CG	179	325	33	107	199	33
chr15	23647308	CG	310	467	33	165	265	33
chr15	23647337	CG	265	491	33	222	368	33
chr15	23647368	CG	221	467	33	208	416	33
chr15	23647374	CG	224	460	33	228	409	33
chr15	23647389	CG	215	450	33	233	435	33
chr15	23647398	CG	219	461	33	252	469	33
chr15	23647427	CG	211	460	33	244	488	33
chr15	23647434	CG	223	472	33	228	471	33
chr15	23647449	CG	201	452	33	201	441	33
chr15	23647461	CG	191	430	33	180	410	33
chr15	23647470	CG	211	427	33	184	410	33
chr15	23647479	CG	223	446	33	192	396	33
chr15	23647509	CG	236	458	33	209	393	33
chr15	23647518	CG	219	456	33	212	396	33
chr15	23647523	CG	194	437	33	193	381	33
chr15	23647574	CG	159	401	33	122	353	33
chr15	23647623	CG	205	413	33	166	370	33
chr15	23647630	CG	226	437	33	163	373	33
chr15	23647640	CG	241	433	33	164	371	33
chr15	23647644	CG	247	440	33	160	373	33
chr15	23647651	CG	252	451	33	156	373	33
chr15	23647662	CG	247	442	33	148	372	33
chr15	23647669	CG	255	452	33	169	401	33
chr15	23647683	CG	241	428	33	183	402	33
chr15	23647689	CG	230	409	33	189	391	33
chr15	23647698	CG	216	389	33	197	380	33
chr15	23647701	CG	217	394	33	191	368	33
chr15	23647710	CG	174	376	33	167	346	33
chr15	23647737	CG	185	372	33	172	321	33
chr15	23647776	CG	195	396	33	150	330	33
chr15	23647821	CG	150	376	33	89	244	33
chr15	23647878	CG	141	418	33	87	244	33
chr15	23647883	CG	165	437	33	92	241	33
chr15	23647893	CG	197	443	33	88	201	33
chr15	23647928	CG	133	408	33	42	119	32
chr15	23647939	CG	145	363	33	58	159	33
chr15	23647945	CG	152	335	33	71	192	33
chr15	23647975	CG	148	303	33	113	255	33
chr15	23647982	CG	145	311	33	134	269	34
chr15	23648165	CG	168	359	33	121	222	33
chr15	23648168	CG	164	356	33	113	218	33
chr15	23648205	CG	162	328	33	128	219	33
chr15	23648221	CG	164	370	33	111	190	33
chr15	23648381	CG	154	364	33	122	245	33
chr15	23648424	CG	171	321	33	135	249	33
chr15	23648595	CG	125	318	33	67	162	33
chr15	23648622	CG	170	276	33	90	168	33
chr15	23648694	CG	222	292	33	108	127	33
chr15	23648775	CG	142	216	33	82	112	33
chr15	23648881	CG	74	99	33	31	33	34
chr15	23686274	CG	103	135	33	98	136	33
chr15	23686304	CG	121	187	33	122	194	33
chr15	23686340	CG	183	276	34	160	272	33
chr15	23686413	CG	248	346	33	243	317	33
chr15	23686415	CG	273	340	33	267	320	33
chr15	23686424	CG	254	342	33	222	318	33
chr15	23686443	CG	162	331	33	161	328	33
chr15	23686449	CG	180	335	33	178	314	33
chr15	23686453	CG	173	349	33	154	320	33
chr15	23686461	CG	187	344	33	182	326	33
chr15	23686470	CG	189	359	33	178	333	33
chr15	23686472	CG	83	356	33	113	337	33
chr15	23686500	CG	128	360	33	104	307	33
chr15	23686523	CG	289	319	33	294	322	33
chr15	23686527	CG	217	328	33	195	337	33
chr15	23686533	CG	232	333	33	236	348	34
chr15	23686559	CG	226	340	33	239	374	33
chr15	23686574	CG	229	352	33	247	375	33
chr15	23686581	CG	173	372	33	167	364	33
chr15	23686590	CG	212	352	33	196	348	33
chr15	23686593	CG	245	351	33	251	351	33
chr15	23686605	CG	174	335	33	211	364	33
chr15	23686608	CG	190	338	33	195	369	33
chr15	23686610	CG	167	342	33	187	383	33
chr15	23686620	CG	133	353	33	149	388	33
chr15	23686667	CG	160	390	33	170	419	33
chr15	23686678	CG	163	390	33	171	403	33
chr15	23686698	CG	161	370	33	162	394	33
chr15	23686708	CG	128	390	33	119	389	33
chr15	23686720	CG	191	399	33	195	393	33
chr15	23686764	CG	213	380	33	182	337	33
chr15	23686772	CG	166	388	33	150	338	33
chr15	23686776	CG	148	369	33	142	340	33
chr15	23686793	CG	123	367	33	97	337	33
chr15	23686796	CG	260	392	33	217	347	33
chr15	23686830	CG	199	392	33	182	353	33
chr15	23686893	CG	87	395	33	106	393	33
chr15	23686908	CG	129	417	33	130	387	33
chr15	23686912	CG	168	420	33	151	379	33
chr15	23686930	CG	143	434	33	133	363	33
chr15	23686933	CG	191	438	33	152	357	33
chr15	23686942	CG	115	466	33	84	374	33
chr15	23686948	CG	125	455	33	95	378	33
chr15	23686954	CG	181	458	33	131	359	33
chr15	23686963	CG	157	482	33	120	373	33
chr15	23686965	CG	99	478	33	84	377	33
chr15	23686969	CG	196	484	33	155	383	33
chr15	23686983	CG	117	481	33	106	390	33
chr15	23686985	CG	116	469	33	101	393	33
chr15	23686996	CG	157	462	33	154	397	33
chr15	23687017	CG	202	493	33	150	384	33
chr15	23687022	CG	71	500	33	57	371	33
chr15	23687028	CG	119	503	33	89	379	33
chr15	23687031	CG	145	488	33	104	366	33
chr15	23687035	CG	192	493	33	128	361	33
chr15	23687050	CG	117	484	33	90	370	33
chr15	23687053	CG	159	497	33	94	376	33
chr15	23687055	CG	171	507	33	98	390	33
chr15	23687062	CG	142	516	33	91	373	33
chr15	23687067	CG	130	513	33	87	374	33
chr15	23687071	CG	176	512	33	126	382	33
chr15	23687074	CG	130	523	33	85	377	33
chr15	23687095	CG	172	464	33	122	359	33
chr15	23687110	CG	61	453	33	58	338	33
chr15	23687112	CG	120	441	33	101	354	33
chr15	23687116	CG	139	441	33	90	352	33
chr15	23687131	CG	181	411	33	151	351	33
chr15	23687157	CG	64	417	33	74	383	33
chr15	23687172	CG	154	417	33	149	393	33
chr15	23687190	CG	39	402	33	41	381	33
chr15	23687223	CG	70	352	33	97	365	33
chr15	23687226	CG	150	350	33	167	362	33
chr15	23687250	CG	70	363	33	62	343	33
chr15	23687265	CG	107	353	33	117	358	33
chr15	23687273	CG	88	340	33	87	319	33
chr15	23687282	CG	48	315	34	43	356	33
chr15	23687284	CG	38	308	33	28	351	33
chr15	23687305	CG	65	335	33	69	328	33
chr15	23687307	CG	101	318	33	113	341	33
chr15	23687315	CG	106	333	33	113	349	33
chr15	23687317	CG	89	336	33	84	365	33
chr15	23687319	CG	113	346	33	105	371	33
chr15	23687322	CG	90	349	33	85	362	33
chr15	23687329	CG	105	356	33	98	370	33
chr15	23687334	CG	67	365	33	56	384	33
chr15	23687337	CG	76	373	33	55	380	33
chr15	23687346	CG	98	378	33	83	374	33
chr15	23687351	CG	101	384	33	102	380	33
chr15	23687354	CG	136	383	33	112	359	33
chr15	23687357	CG	92	381	33	49	357	33
chr15	23687362	CG	117	385	33	97	390	33
chr15	23687364	CG	142	370	33	141	393	33
chr15	23687372	CG	127	373	33	130	370	33
chr15	23687378	CG	123	356	33	129	371	33
chr15	23687380	CG	115	342	33	121	372	33
chr15	23687384	CG	122	338	33	137	364	33
chr15	23687386	CG	79	325	33	100	370	33
chr15	23687399	CG	63	283	33	108	376	33
chr15	23687409	CG	40	253	33	48	363	33
chr15	23687413	CG	32	219	33	55	372	33
chr15	23687421	CG	20	258	33	26	352	33
chr15	23687423	CG	12	243	33	29	354	33
chr15	23687431	CG	50	301	33	61	347	33
chr15	23687434	CG	28	291	33	27	342	33
chr15	23687450	CG	20	321	33	25	294	33
chr15	23687473	CG	61	339	33	53	243	33
chr15	23687479	CG	93	348	33	80	249	33
chr15	23687535	CG	133	348	33	68	143	33
chr15	23687611	CG	119	175	33	47	65	33
chr15	23687671	CG	74	103	33	17	19	34
chr15	24823417	CG	111	139	34	87	131	34
chr15	24823431	CG	130	155	33	109	143	34
chr15	24823585	CG	161	355	33	191	369	33
chr15	24823591	CG	154	347	33	189	367	33
chr15	24823607	CG	151	305	33	203	375	33
chr15	24823610	CG	147	315	33	199	383	33
chr15	24823616	CG	158	330	33	197	378	33
chr15	24823622	CG	174	337	33	198	371	33
chr15	24823643	CG	140	337	33	156	355	33
chr15	24823661	CG	186	346	33	182	348	33
chr15	24823703	CG	168	375	33	161	348	33
chr15	24823756	CG	94	308	33	73	278	33
chr15	24823801	CG	72	255	33	46	203	33
chr15	24823883	CG	53	99	33	96	179	33
chr15	24823994	CG	29	51	33	80	110	34
chr15	24824129	CG	70	169	33	54	102	33
chr15	24824195	CG	172	202	33	167	191	33
chr15	24824229	CG	132	227	33	81	175	33
chr15	24824333	CG	106	137	33	92	128	33
chr15	24824348	CG	103	122	33	101	109	33
chr15	24954857	CG	78	201	33	39	134	33
chr15	24954889	CG	156	331	33	89	247	33
chr15	24954902	CG	184	391	33	118	301	33
chr15	24954908	CG	191	399	33	130	319	33
chr15	24954910	CG	197	399	33	128	321	33
chr15	24954914	CG	197	413	33	137	348	33
chr15	24954930	CG	203	426	33	147	341	33
chr15	24954932	CG	205	428	33	148	346	33
chr15	24954944	CG	227	458	33	162	347	33
chr15	24954956	CG	220	464	33	155	352	33
chr15	24954966	CG	212	459	33	161	345	33
chr15	24954977	CG	199	435	33	149	324	33
chr15	24954986	CG	203	437	33	170	342	33
chr15	24954998	CG	212	434	33	185	374	33
chr15	24955002	CG	210	426	33	189	376	33
chr15	24955005	CG	208	417	33	198	383	33
chr15	24955018	CG	196	405	33	193	362	33
chr15	24955035	CG	198	401	33	191	368	33
chr15	24955045	CG	200	406	33	186	372	33
chr15	24955047	CG	202	417	33	179	365	33
chr15	24955055	CG	186	403	33	172	342	33
chr15	24955074	CG	196	414	33	161	345	33
chr15	24955106	CG	166	369	33	171	359	33
chr15	24955163	CG	160	336	33	144	320	33
chr15	24955206	CG	158	322	33	158	305	33
chr15	24955234	CG	178	357	33	195	370	33
chr15	24955244	CG	162	340	33	188	361	33
chr15	24955259	CG	177	358	33	195	373	33
chr15	24955263	CG	194	364	33	192	373	33
chr15	24955273	CG	191	362	33	204	377	33
chr15	24955275	CG	201	370	33	199	368	33
chr15	24955286	CG	185	373	33	188	338	33
chr15	24955304	CG	211	406	33	191	331	33
chr15	24955306	CG	217	412	33	194	332	33
chr15	24955321	CG	218	439	33	202	338	34
chr15	24955331	CG	226	451	33	193	338	33
chr15	24955343	CG	234	456	33	196	328	33
chr15	24955363	CG	238	473	33	177	283	33
chr15	24955372	CG	232	461	33	160	255	34
chr15	24955426	CG	203	447	33	131	209	33
chr15	24955433	CG	206	443	33	124	208	33
chr15	24955441	CG	219	465	33	128	201	33
chr15	24955472	CG	242	505	33	120	173	33
chr15	24955501	CG	238	524	33	112	158	33
chr15	24955506	CG	236	515	33	120	163	34
chr15	24955514	CG	233	501	33	122	166	33
chr15	24955525	CG	227	509	33	127	175	33
chr15	24955546	CG	216	487	33	121	195	33
chr15	24955575	CG	199	463	33	145	222	33
chr15	24955592	CG	200	415	33	182	236	33
chr15	24955599	CG	191	384	33	180	239	33
chr15	24955616	CG	203	263	33	161	191	33
chr15	24955619	CG	204	270	33	165	193	33
chr15	24955628	CG	231	333	33	158	219	33
chr15	24955633	CG	230	338	33	155	233	33
chr15	24955668	CG	222	407	33	170	284	33
chr15	24955701	CG	202	464	33	149	252	33
chr15	24955703	CG	198	445	33	143	237	33
chr15	24955706	CG	208	464	33	142	236	33
chr15	24955708	CG	218	479	33	135	233	33
chr15	24955719	CG	216	480	33	121	225	34
chr15	24955750	CG	226	466	33	157	278	33
chr15	24955753	CG	216	474	33	155	281	33
chr15	24955769	CG	215	476	33	160	300	33
chr15	24955772	CG	222	485	33	164	309	33
chr15	24955788	CG	226	506	33	162	326	33
chr15	24955801	CG	236	505	33	162	308	33
chr15	24955817	CG	222	485	33	193	351	33
chr15	24955820	CG	214	475	33	190	353	33
chr15	24955832	CG	216	491	33	194	372	33
chr15	24955835	CG	218	492	33	176	354	33
chr15	24955855	CG	192	461	33	180	360	33
chr15	24955867	CG	190	451	33	197	372	33
chr15	24955871	CG	195	455	33	194	368	33
chr15	24955873	CG	193	451	33	197	373	33
chr15	24955883	CG	199	452	33	195	373	33
chr15	24955890	CG	197	436	33	178	365	33
chr15	24955906	CG	194	426	33	167	346	33
chr15	24955961	CG	186	408	33	150	312	33
chr15	24955988	CG	163	361	33	145	310	33
chr15	24956041	CG	158	342	33	147	300	33
chr15	24956058	CG	153	319	33	153	296	33
chr15	24956077	CG	143	314	33	138	284	33
chr15	24956090	CG	134	293	33	142	279	33
chr15	24956109	CG	111	261	33	109	224	33
chr15	24956257	CG	138	330	33	94	248	33
chr15	24956282	CG	155	336	33	111	266	33
